nue_e 0 + e 5. 
numu_e 1 + m 5.
numubar_e 2 - m 5.
nc_nue_O16 3 + e 0.5
nc_numu_O16 4 + m 0.5
nc_numubar_O16 5 - m 0.5
nue_O16 6 + e 0.5
nue_O16_2 7 + e 0.5
nue_O16_Suzuki2018 8 + e 0.5
nue_O16_Newton 9 + e 0.5
